UnitID,Institution Name,Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1920),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1819_RV),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1718_RV),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1617_RV),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1516_RV),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1415_RV),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1314_RV),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1213_RV),
233426,Roanoke College,16567684,16972312,15228241,12044879,11043182,11425858,10095516,9732637,
215655,Robert Morris University,12174593,13550474,13496842,12103416,11774518,10315469,10753505,9911045,
148335,Robert Morris University Illinois,,4257687,3924344,5383988,5847037,6294420,4832052,5451878,
194958,Roberts Wesleyan College,3843010,4072470,3483507,3552687,3550883,3908304,2967408,3057598,
195003,Rochester Institute of Technology,56115491,54444279,49837942,43632294,47189124,41098822,39812838,35157100,
170967,Rochester University,1745167,1380543,1703579,1143002,964190,1082069,1214172,1317706,
195049,Rockefeller University,,,,,,,,,
148405,Rockford University,2225807,2336756,2146406,2310944,2020434,1761084,1178727,1130828,
179043,Rockhurst University,11732048,10918757,11035913,9732419,7189152,8854222,9835086,9400192,
180595,Rocky Mountain College,4468204,4813277,4519483,3416091,3823677,3261354,3466542,3582608,
217518,Roger Williams University,20349521,15578845,15991047,15387023,12712800,13539518,12349172,11775793,
409616,Roger Williams University School of Law,,,,,,,,,
136950,Rollins College,15061536,13201245,13409184,12393260,10099369,10543259,8847330,9529297,
148487,Roosevelt University,10872952,5357326,5772704,4502978,4096662,7741145,5101983,6572181,
145558,Rosalind Franklin University of Medicine and Science,,,,,,,,,
152318,Rose-Hulman Institute of Technology,12416187,10445344,10723115,10668380,9754678,10157038,9791507,10867410,
445735,Roseman University of Health Sciences,,,,,,,,,
215691,Rosemont College,1166341,785545,1235976,1242055,3225080,3101639,2381330,1353215,
148511,Rush University,,,,,,,,,
195128,Russell Sage College,4330016,6315976,3450397,3351653,4487536,5395077,5502733,4891067,
176318,Rust College,335489,374486,286622,229510,226079,258929,178332,202795,
172033,Sacred Heart Major Seminary,31238,34000,27406,21000,19750,32000,18000,15512,
239637,Sacred Heart Seminary and School of Theology,,,,,,,,,
130253,Sacred Heart University,27767406,24647135,21007576,18668257,17759880,18742100,17913942,10943251,
154235,Saint Ambrose University,8898438,8758420,9241691,7197145,7112320,7382426,7617424,8445918,
183239,Saint Anselm College,13732282,14128733,12700397,11176985,10689347,9990776,8780229,8653205,
149028,Saint Anthony College of Nursing,3000,,,,7000,,,,
148876,Saint Augustine College,152730,310663,682222,887074,588629,621439,567753,363871,
199582,Saint Augustine's University,1085862,1098230,845442,507804,225000,397125,117650,1320603,
216047,Saint Charles Borromeo Seminary-Overbrook,500,500,0,0,500,500,0,0,
227845,Saint Edward's University,19319955,21229938,20018431,20504411,18691645,16183536,14133844,11434963,
186618,Saint Elizabeth University,3156139,3436825,2776630,2928525,1823625,2658663,2215392,2307095,
148575,Saint Francis Medical Center College of Nursing,,,,,,,,,
215743,Saint Francis University,9120115,7415007,7487847,6006815,7030973,6843431,7060976,6972175,
195720,Saint John Fisher College,10244146,10022771,10160641,8693103,7678619,8284089,7202508,7170143,
167677,Saint John's Seminary,,,,,,,,,
174792,Saint Johns University,12003546,11230270,12037074,11552895,10762079,10424358,10837065,8784879,
160409,Saint Joseph Seminary College,15249,20438,11300,0,0,500,610,675,
161518,Saint Joseph's College of Maine,4758510,5967539,5266266,5242057,5338809,4301045,4947465,3833129,
215770,Saint Joseph's University,28550835,27197392,25287834,27987210,24371020,24921037,23002240,20639969,
137032,Saint Leo University,10376876,7252472,6164125,6718334,6157720,5760448,5714994,5330347,
179256,Saint Louis Christian College,120500,65263,2000,7000,25875,9230,1350,331920,
179159,Saint Louis University,60728189,40166783,37006547,32667809,31601025,29215047,26398150,24752877,
179450,Saint Luke's College of Health Sciences,,0,,,,,,,
236452,Saint Martin's University,7856401,5079939,5911183,4569256,3579086,2788961,2899574,3692705,
152390,Saint Mary's College,11111278,10994609,9816034,10481430,9574066,7276948,8223467,7175963,
123554,Saint Mary's College of California,12663546,16713330,17007827,14149647,13726209,11344621,11644502,10871123,
174817,Saint Mary's University of Minnesota,7156022,7136629,6204607,5260207,5160574,6105793,4821980,4731877,
152381,Saint Mary-of-the-Woods College,2674103,2965182,2360543,1245774,1252245,1406648,1212259,1306203,
152451,Saint Meinrad School of Theology,,,,,,,,,
231059,Saint Michael's College,11613305,12400091,10097625,10209842,9973120,11745459,10372295,10200479,
239716,Saint Norbert College,11685500,12927099,9743244,10473381,11017568,9114076,8990557,9467974,
179317,Saint Paul School of Theology,,,,,,,,,
186432,Saint Peter's University,8643987,13022753,14585990,12883639,11488884,10826742,11349426,6517306,
215798,Saint Vincent College,9254115,10359093,10787531,8628199,8793516,9040177,9390112,6194022,
136701,Saint Vincent de Paul Regional Seminary,,,,,,,,,
215813,Saint Vincent Seminary,,,,,,,,,
195580,Saint Vladimirs Orthodox Theological Seminary,,,,,,,,,
148627,Saint Xavier University,13649720,14239105,11825011,10963392,10406704,8615325,8207664,6296537,
199607,Salem College,1885616,2133598,3793150,4226614,3721801,3758256,3479800,3210316,
180647,Salish Kootenai College,221250,141594,148167,122425,112435,139671,51619,25925,
214564,Salus University,,,,,,,,,
217536,Salve Regina University,15991595,10517615,12733237,10723713,11244102,12740114,8020611,8571834,
102049,Samford University,15470509,15414578,12445995,12529850,10629995,9088385,9374864,8489727,
122296,Samuel Merritt University,,,,,,,,,
112084,San Diego Christian College,968904,1015363,781498,628137,1045209,1500790,1054055,704614,
122454,San Francisco Art Institute,682297,999239,941652,784564,1331464,1175048,927479,938804,
122506,San Francisco Conservatory of Music,1453740,1579190,1431120,1246650,688540,779500,662900,654110,
122649,San Joaquin College of Law,,,,,,,,,
481535,Sanford Burnham Prebys Medical Discovery Institute,,,,,,,,,
122931,Santa Clara University,22326258,23666176,26242035,21958533,19317778,19871686,18562686,17244461,
195304,Sarah Lawrence College,10214188,11094486,9702604,8074362,8959109,7051290,9018944,6323103,
140951,Savannah College of Art and Design,27082033,27299564,23966036,23868599,20958277,19917025,16688858,19416740,
123095,Saybrook University,,,,,,,,,
143048,School of the Art Institute of Chicago,9073193,9055611,8832423,8318075,7225105,6944049,6114878,6171163,
228042,Schreiner University,3578764,4108973,4010962,4446369,3591245,2994548,3000080,3145305,
123165,Scripps College,4861743,4409196,6232806,3837382,4096241,3810825,3998692,3446495,
236577,Seattle Pacific University,16693413,17630989,14052028,13786604,12454897,12289820,12694074,11711122,
236595,Seattle University,21352143,23473700,19476713,19254975,17431982,14569946,14435556,12373898,
102058,Selma University,,5000,18000,18000,15744,50000,50000,10000,
232885,Sentara College of Health Sciences,,,,,,,,,
186584,Seton Hall University,37241311,34567955,30114779,25548269,27810966,23328813,23254509,24055418,
215947,Seton Hill University,9467276,8403400,8944963,7119661,7472229,5968711,6515882,5301831,
195438,Sh'or Yoshuv Rabbinical College,14560,10750,11844,12420,60629,155418,128000,79000,
123280,Shasta Bible College and Graduate School,200,3606,7738,5094,2397,9736,17919,2556,
199643,Shaw University,719329,1124784,1771950,1856182,1140723,1280290,992945,729327,
233541,Shenandoah University,6875535,6295607,5760097,5825883,5701984,4905427,4896501,5173932,
461485,Shepherds Theological Seminary,,,,,,,,,
218751,Sherman College of Chiropractic,,,,,,,,,
140988,Shorter University,3659044,3239405,2440338,3415704,2666637,2982416,3016447,2683088,
195474,Siena College,21369915,18579752,17698131,16352466,15909420,14920008,14692565,11097260,
172264,Siena Heights University,5541517,4658373,4013565,3901774,4246147,3507632,3390706,2873398,
182458,Sierra Nevada University,1015702,1385445,1133722,1501418,1522862,2051660,1348409,825507,
461759,Simmons College of Kentucky,48390,73629,43200,1378,0,0,0,0,
167783,Simmons University,12691051,10141005,10308728,11284518,10729220,6450443,7066776,7574031,
154350,Simpson College,8086819,9305570,6826559,7587532,6345506,6457689,6752242,7063324,
123457,Simpson University,2067473,1570068,704246,721235,1060858,1409450,1552368,1499138,
219374,Sinte Gleska University,77814,10327,76744,34305,34617,22872,77616,28341,
219240,Sioux Falls Seminary,,,,,,,,,
231068,SIT Graduate Institute,,,,,,,,,
195526,Skidmore College,16832921,14875225,12242671,11819246,8962228,12912272,10008689,9887703,
167835,Smith College,19122790,17237400,17287146,17820484,15206290,14035767,13382479,14094360,
399911,Soka University of America,3536736,3604728,3322052,3146020,3807128,3010113,2971482,2605410,
123633,South Baylo University,,,,,,,,,
366003,South Florida Bible College and Theological Seminary,0,0,150,2913,0,407,0,0,
228194,South Texas College of Law Houston,,,,,,,,,
417734,Southeast Missouri Hospital College of Nursing and Health Sciences,0,0,0,0,0,0,0,,
176336,Southeastern Baptist College,27553,47190,2806,514,875,1604,1495,225,
199759,Southeastern Baptist Theological Seminary,44528,152847,149069,13649,29250,21000,45419,5782,
137564,Southeastern University,10803362,10136777,8045413,8191948,6682239,6280111,6072030,4041405,
221661,Southern Adventist University,4523045,4194467,4378149,3913357,3923877,4185186,3058676,3397044,
123952,Southern California Institute of Architecture,110430,190640,261960,104000,110500,50000,64050,117466,
117575,Southern California Seminary,,400,,400,0,0,3000,,
117672,Southern California University of Health Sciences,,0,250,500,2500,1000,,,
221670,Southern College of Optometry,,,,,,,,,
228246,Southern Methodist University,39088761,40310110,34057246,36958495,27519461,26134695,26273995,23477733,
206862,Southern Nazarene University,4064682,4433120,4526614,3547671,4788427,3828366,3291309,3003200,
183026,Southern New Hampshire University,13923004,15487263,12081426,12157377,11911024,10762570,12014334,7980819,
233611,Southern Virginia University,1516817,1500293,1314145,888937,635824,573050,1237577,1392068,
217776,Southern Wesleyan University,2085716,2292226,2387243,2043903,2087364,1787448,1420323,1255239,
179326,Southwest Baptist University,5632575,5384727,5386692,4643452,4996896,4515862,4147627,4011290,
420246,Southwest College of Naturopathic Medicine & Health Sciences,,,,,,,,,
228468,Southwestern Adventist University,689044,793944,752665,865379,778549,856214,1021322,634024,
228325,Southwestern Assemblies of God University,1734252,1413286,1603533,1792568,1003776,1085509,1375211,1222785,
228486,Southwestern Christian College,129926,45243,120511,146187,129959,118167,120441,293966,
207856,Southwestern Christian University,685861,667846,642487,987789,657298,845024,843168,241185,
155900,Southwestern College,2926700,3288785,3162288,2837071,1148526,1319982,1509096,1710925,
188207,Southwestern College,,,,,,,,,
123970,Southwestern Law School,,,,,,,,,
228343,Southwestern University,11098854,11185524,8498171,8623264,7997370,7955529,9848802,6892301,
157757,Spalding University,1127022,1474423,617437,1076810,1264550,1246609,1538354,1469398,
141060,Spelman College,2872604,2860622,3604685,3115824,3237966,2871973,3059914,3070418,
148982,Spertus College,,,,,,,,,
172334,Spring Arbor University,3685018,3276183,4330782,4806383,4188593,4299250,4385530,3618155,
102234,Spring Hill College,8836374,9446782,11617325,10945176,10934843,8574257,9199994,6205241,
167899,Springfield College,14173163,11048301,13372022,10551325,9898240,9710202,8114959,8321523,
475273,Springfield College-Regional  Online  and Continuing Education,,,,,,,,,
195155,St Bernard's School of Theology and Ministry,,,,,,,,,
195164,St Bonaventure University,11915410,12568280,9973139,8997255,7148282,7850570,7223607,7806618,
175005,St Catherine University,8643266,9603084,8865455,8821361,8086111,8554970,6837934,6821871,
195173,St Francis College,8579651,8508797,5252216,5780239,5500263,4142266,4611500,5541000,
123855,St John's Seminary,,,,,,,,,
195216,St Lawrence University,22918888,22125248,22813572,17072560,20351334,16724362,16274218,15651903,
154262,St Luke's College,5000,5500,5000,6750,3500,0,1000,2950,
174844,St Olaf College,26018225,24109798,22523045,20864371,18037588,17168671,14636980,17751121,
199698,St. Andrews University,2742999,2788862,2667050,2838395,1688412,1793164,2234950,1866182,
137272,St. John Vianney College Seminary,0,0,0,0,24000,0,0,24000,
163976,St. John's College,1998724,4085758,4227948,3723693,2983671,3481863,2692317,2182819,
245652,St. John's College,1524739,2748208,2500000,1986725,2722008,2390165,2537665,2405312,
148593,St. John's College-Department of Nursing,,,,,,,,,
195809,St. John's University-New York,78841182,74051236,69507214,71996233,69688179,57027787,53643768,50173194,
195562,St. Joseph's College-Long Island,,5863637,4331801,4416389,,,,,
195544,St. Joseph's College-New York,9623291,2725603,2016283,2130531,4783969,4395726,4519951,4821121,
228149,St. Mary's University,10198293,11602874,11629738,9523397,9082197,7030871,7441749,6402024,
195243,St. Thomas Aquinas College,5390240,5719090,4887058,4612482,4558990,3686061,4766863,3025741,
137476,St. Thomas University,6860665,3504039,3659820,2494460,2335484,1783522,2130173,2563293,
243744,Stanford University,48517680,49246603,44830819,41785496,37352236,34022933,33919121,34420573,
123916,Starr King School for the Ministry,,,,,,,,,
179548,Stephens College,1414724,2200107,2243280,2724746,3458165,3047912,2514340,2012029,
155937,Sterling College,1838098,2146298,2831200,1550400,1622053,2154938,1882754,1465606,
231095,Sterling College,675678,427299,647300,345742,471700,427773,316347,279381,
137546,Stetson University,29851980,27000437,24161829,21361552,25814327,19236243,20124564,19030419,
186867,Stevens Institute of Technology,26391448,25248999,18476910,17036555,15314692,18742201,15164934,14466939,
230621,Stevens-Henager College,28175,49603,60866,48314,25079,18708,41884,42872,
230630,Stevens-Henager College,,46141,50883,29984,32321,42151,70542,1140,
438151,Stevens-Henager College,24312,36383,25980,98269,106460,111488,291411,100,
446677,Stevens-Henager College,,12165,14556,30958,35727,14718,92737,31214,
460899,Stevens-Henager College,12032,68230,91345,97640,85307,68162,58083,96730,
474906,Stevens-Henager College,4732,12295,74074,18291,34255,13551,9980,2750,
477950,Stevens-Henager College,,20800,35661,31724,41476,31606,33902,330,
164173,Stevenson University,14662576,11581176,12872775,12878842,11254541,9434217,9161446,9293496,
102270,Stillman College,542137,158720,279607,97741,477707,1104510,898932,910382,
167996,Stonehill College,16656748,15433911,14594538,15948255,14326302,13178102,10652728,13265665,
168005,Suffolk University,21200172,23249236,18031607,18841607,19999080,14173250,13914142,14103139,
447953,SUM Bible College and Theological Seminary,142161,140693,152690,181080,151184,130418,117813,144900,
181543,Summit Christian College,9120,3315,2750,10297,16725,29338,4240,39200,
216278,Susquehanna University,20973628,19501150,18922008,17669359,17539162,13280484,13085326,12315945,
216287,Swarthmore College,12104562,11307030,10325123,10756980,10205687,8277379,7301884,6398332,
233718,Sweet Briar College,988305,984846,1850190,3638756,514767,3217931,4138359,3127136,
196413,Syracuse University,75632321,72752111,65210363,66688148,62646432,60116706,58913733,56401905,
155973,Tabor College,2226935,2718590,2245989,2039232,2158101,2164899,1863750,1611006,
102298,Talladega College,866158,667193,491148,62366,919163,891163,892668,3893768,
137777,Talmudic College of Florida,68249,52348,24300,67176,177765,79510,21929,35900,
186900,Talmudical Academy-New Jersey,6369,4068,41830,57900,96340,20907,35892,32126,
196440,Talmudical Institute of Upstate New York,21100,,0,1000,,10795,8922,15160,
451404,Talmudical Seminary of Bobov,51172,62761,25895,17035,30000,5024,38200,16870,
196431,Talmudical Seminary Oholei Torah,142086,94745,193391,72573,21160,6113,9710,32250,
216311,Talmudical Yeshiva of Philadelphia,158063,154850,127441,163990,155901,133790,209101,156570,
152530,Taylor University,9883461,9644234,7649686,7487806,7665452,5521295,5602563,5897217,
196468,Teachers College at Columbia University,,,,,,,,,
149329,Telshe Yeshiva-Chicago,39997,192824,62903,112940,91890,106030,78560,101745,
221731,Tennessee Wesleyan University,2978163,2826898,2874288,2617741,2676437,2285114,2398857,2174094,
228866,Texas Chiropractic College Foundation Inc,,,,,,,,,
228875,Texas Christian University,42049555,43907639,33001320,30636685,32800438,25733186,22841587,20360224,
228884,Texas College,177829,152075,325000,228276,127541,141666,154817,59262,
228981,Texas Lutheran University,7688510,6515463,7860481,6120293,6396403,5008306,5151208,4909558,
229160,Texas Wesleyan University,6375316,4992912,4606458,3055903,3812553,3246972,1128568,2150000,
132408,The Baptist College of Florida,39473,44298,51198,43930,53900,57351,29215,59430,
131283,The Catholic University of America,23030592,21283052,19580363,16096633,17604878,14642585,14907249,14682166,
455433,The Chicago School of Professional Psychology at Anaheim,,,,,,,,,
143978,The Chicago School of Professional Psychology at Chicago,,,,,,,,,
455664,The Chicago School of Professional Psychology at Los Angeles,,,0,,,,,,
491190,The Chicago School of Professional Psychology at San Diego,,,,,,,,,
459745,The Chicago School of Professional Psychology at Washington DC,,,,,,,,,
487153,The Chicago School of Professional Psychology at Xavier University of Louisiana,,,,,,,,,
201821,The Christ College of Nursing and Health Sciences,402840,284355,228203,211608,16500,22500,17658,22290,
142294,The College of Idaho,8143419,5769256,3828094,3887840,2459402,4037421,4125529,3954955,
195234,The College of Saint Rose,14024787,12550462,11086350,11462068,10460354,7975256,8454203,7625432,
174899,The College of Saint Scholastica,10799988,8123747,9967517,9049310,8270469,8321149,7391525,7558151,
206589,The College of Wooster,19745908,19307606,18058766,16023260,14916389,14254374,13507254,13533755,
191320,The General Theological Seminary,,,,,,,,,
146241,The John Marshall Law School,,,,,,,,,
192110,The Juilliard School,3343601,3427499,3020672,2904686,2772920,2899166,2156200,1970320,
454184,The King's College,2674842,3080403,3139330,2975328,2764927,2478505,2260387,3700326,
439701,The King's University,24500,23750,17075,36060,23288,34030,4000,16270,
117751,The Master's University and Seminary,1498553,899663,2471579,2584364,2712695,2622147,2173161,2163057,
167057,The New England Conservatory of Music,2066135,2015950,1762665,2327700,1426150,1214086,1231800,1505000,
193654,The New School,23497553,28812802,23276929,23623934,19130668,17125329,13739832,13456140,
475228,The Santa Barbara and Ventura Colleges of Law at Santa Barbara,,,,,,,,,
125037,The Santa Barbara and Ventura Colleges of Law at Ventura,,,,,,,,,
104665,The School of Architecture,,,,,,,,,
441131,The Seattle School of Theology & Psychology,,,,,,,,,
157748,The Southern Baptist Theological Seminary,23700,111400,78500,163640,134746,95770,70688,53140,
475237,The University of America,,,0,,,,,,
202763,The University of Findlay,9918266,10539402,11123665,10400172,14587523,10507666,9454230,9187528,
137847,The University of Tampa,23220439,22206077,20434318,18197001,15931227,15135293,12854820,12644847,
215105,The University of the Arts,9285618,9445233,9148105,8407064,8016529,6544760,7701190,6378522,
221519,The University of the South,10355545,11309799,9970515,9898373,7527217,7155956,7419361,6290478,
126012,The Wright Institute,,,,,,,,,
216348,Theological Seminary of the Reformed Episcopal Church,,,,,,,,,
216357,Thiel College,5270054,4126652,3099997,4547217,3249628,4004893,4241305,3917419,
124292,Thomas Aquinas College,783813,849773,519385,550640,694631,658664,870406,804898,
161563,Thomas College,3281900,3426738,2925666,3359274,3152380,2625127,2822807,2619169,
126049,Thomas Jefferson School of Law,,,,,,,,,
216366,Thomas Jefferson University,17041530,15569191,12345281,,,,,,
183275,Thomas More College of Liberal Arts,299908,329241,178786,249800,125324,294100,155950,312800,
157809,Thomas More University,6313521,7894915,5384065,6161630,4057900,4172546,3797272,3644464,
141167,Thomas University,85594,213756,463241,406466,509337,499346,369795,182850,
206048,Tiffin University,6077759,6370836,5813745,5075708,4954737,4846801,4527278,4315910,
141185,Toccoa Falls College,1761539,1620575,1681297,1914475,1364367,1520000,1357290,1533800,
196583,Torah Temimah Talmudical Seminary,7782,12360,37087,31720,48060,153456,198008,170025,
176406,Tougaloo College,508765,583956,838168,926222,472153,401256,413200,715000,
196592,Touro College,3053525,2682171,2202223,603996,1215423,2193358,1890013,1749259,
459736,Touro University California,,,,,,,,,
459824,Touro University Nevada,,,,,,,,,
459727,Touro University Worldwide,22760,13895,10200,32485,30224,2700,0,11670,
445054,Toyota Technological Institute at Chicago,,,,,,,,,
157818,Transylvania University,6000797,6366477,5437216,4271334,5697538,4759483,4736806,5008982,
221892,Trevecca Nazarene University,5221834,5240198,5240019,4956224,4418671,4097845,2665590,2350796,
206154,Tri-State Bible College,6788,4550,,,0,0,0,,
152567,Trine University,11692768,12279346,11521201,8249528,8451716,8913292,5948280,7128867,
414878,Trine University-Regional/Non-Traditional Campuses,,0,0,0,0,0,0,4140,
137953,Trinity Baptist College,163800,158414,121232,111672,92326,105698,86625,84136,
200484,Trinity Bible College and Graduate School,186877,184517,268999,134643,127089,310516,192697,233394,
149505,Trinity Christian College,2756141,2343907,2861996,2429891,2606787,2377686,2286467,1730356,
130590,Trinity College,14260012,13228605,13597179,13043839,10545292,10239766,9186380,8271510,
137962,Trinity College of Florida,158341,122400,98715,63875,80500,82300,36175,26025,
146755,Trinity College of Nursing & Health Sciences,,,,,0,0,,,
216463,Trinity Episcopal School for Ministry,,,,,,,,,
135610,Trinity International University-Florida,0,1985,,,,0,,,
149514,Trinity International University-Illinois,2202665,3167624,2851097,2783555,2474312,2537019,2809221,2293777,
123448,Trinity Law School,,,,,,,,,
229267,Trinity University,17629911,18133497,16127641,15775052,12922045,14150846,9499547,10073888,
131876,Trinity Washington University,2987586,2482882,2729083,2140014,2134311,2789673,2632742,2334673,
196653,Trocaire College,121220,142056,180341,223020,237420,281021,169949,132680,
141237,Truett McConnell University,1940723,2501854,1840920,1818138,1370951,1274573,1090606,1167124,
168148,Tufts University,25267853,26073422,21798802,19885378,17397662,19060554,16298400,14122246,
160755,Tulane University of Louisiana,38024016,45059495,44458061,42367925,36548158,34928444,30492854,31857516,
200527,Turtle Mountain Community College,17635,21000,22966,7544,141916,155981,103103,151427,
221953,Tusculum University,4480049,4313955,4566456,4308409,3760297,3222034,3280792,3055913,
102377,Tuskegee University,425650,920500,1290999,1345000,2075000,1475210,1259555,1476000,
246789,Unification Theological Seminary,,,,,,238760,84858,,
491525,Union Bible College,35642,20397,62292,,,,,,
157863,Union College,2424327,3006329,3334607,2896169,2571160,2831266,2756652,1868394,
181738,Union College,1362513,1627379,1559341,1694830,1792482,1515679,1671639,1383141,
196866,Union College,14657641,13961028,12853390,12121141,11381756,10983273,10192361,9826328,
206279,Union Institute & University,0,0,2260,11340,2400,,3280,6716,
233842,Union Presbyterian Seminary,,,,,,,,,
196884,Union Theological Seminary in the City of New York,,,,,,,,,
221971,Union University,7871495,6038239,5970678,6547473,5768061,4979119,5758264,5780931,
213631,United Lutheran Seminary,,,,,,,,,
102395,United States Sports Academy,,,,,,,,,
197018,United Talmudical Seminary,162220,824146,647652,751388,629368,679411,624407,474617,
206288,United Theological Seminary,,,,,,,,,
175139,United Theological Seminary of the Twin Cities,,,,,,,,,
200554,United Tribes Technical College,235543,146459,190093,189154,38221,65797,76478,37633,
161572,Unity College,2389429,2172720,2024869,2472580,2212970,2207128,1656307,1085800,
128744,University of Bridgeport,9272825,12404749,12110167,10860508,8322394,10244475,10246718,10136884,
237312,University of Charleston,4865683,4821842,6766041,6514962,4713189,3730837,2575855,2601328,
144050,University of Chicago,38395791,38750367,39081906,33813657,36863039,29233511,26185852,28159811,
224323,University of Dallas,10791940,10030227,10946239,8871108,9033123,7090983,7267255,6195503,
202480,University of Dayton,51625084,52064327,47901333,35688247,38198064,39046046,26926485,29962940,
127060,University of Denver,35469880,37169872,37442338,29961057,30099055,28214870,24021314,20631213,
169716,University of Detroit Mercy,8504676,8852193,15541034,14203836,12659551,10727205,11169718,9851656,
153278,University of Dubuque,5629965,7300760,7117680,4997712,5122990,4783401,4552652,4209321,
150534,University of Evansville,11111034,12387999,10142638,12342532,10288550,9908791,10603464,9611690,
457402,University of Fort Lauderdale,0,0,36500,16323,,,,0,
129525,University of Hartford,31414183,28299357,28413715,25493260,27354083,21246630,21127088,19341384,
179265,University of Health Sciences and Pharmacy in St. Louis,1609689,1630679,1264014,1285597,2563468,1719064,1593389,1624857,
160065,University of Holy Cross,178688,72300,67266,55430,24867,19500,16533,40085,
151263,University of Indianapolis,20822762,19658409,16973946,14710089,12708575,11233635,8497372,8422022,
200156,University of Jamestown,3268616,3148594,2640244,2996447,2617635,2323031,2492265,1968446,
117140,University of La Verne,11010454,15264973,12243972,10243681,15240063,10249440,9091440,10270156,
232609,University of Lynchburg,12226064,12391092,12033779,11045123,10704916,10380437,8719852,8070327,
200217,University of Mary,4142329,4791033,4095600,3455253,3151883,2904008,2738606,2354806,
226471,University of Mary Hardin-Baylor,9045437,8386466,7701644,7087524,6575111,6206868,5816524,4821274,
135726,University of Miami,47329607,48112670,27958940,25099189,32867197,39791297,37608589,33247337,
101693,University of Mobile,3204379,2870295,2906164,2434765,3045123,2663812,2559504,2051733,
199069,University of Mount Olive,2916416,2207267,2292148,2184865,1960766,2204356,1930253,1855633,
204185,University of Mount Union,9864397,10713468,9102832,10101023,8317181,8465107,7391881,6616192,
161457,University of New England,13484791,12528750,11616285,12266139,10576415,9573990,10309340,10368356,
129941,University of New Haven,26614166,26981120,28310787,19939664,22319957,21093927,18604939,16908359,
204486,University of Northwestern Ohio,701947,525532,743079,723678,1054036,1044137,1327016,1061451,
174491,University of Northwestern-St Paul,6438216,6595892,5662438,5473501,5872656,5168963,5501958,5035713,
152080,University of Notre Dame,49105884,45929152,42830603,43996909,41250599,37903430,37672532,36001559,
215062,University of Pennsylvania,56490483,57889250,49745626,49004167,48381987,42644007,43245442,43117433,
157535,University of Pikeville,3601705,2564361,2870978,3481937,3308671,3140917,3418134,3207239,
209825,University of Portland,25732606,24347378,23863138,21225057,20125432,22638528,16014204,16487626,
180258,University of Providence,1367248,1937944,1343717,1180027,2050712,1909190,1679162,1573669,
236328,University of Puget Sound,17157154,15895997,12829035,13363130,11718184,11105829,10907520,10973210,
121691,University of Redlands,23348278,22363713,22155702,15311647,12202513,17016580,14767912,15083780,
122603,University of Redlands Graduate School of Theology,,,,,,,,,
233374,University of Richmond,20282159,18511492,17621554,17650367,16936679,17696046,14065922,14684800,
205203,University of Rio Grande,351276,757298,491762,428007,438428,407736,451478,218571,
195030,University of Rochester,45440764,45103979,44505958,37177630,36694136,34202046,33625248,30538887,
152336,University of Saint Francis-Fort Wayne,6114767,5392633,7135401,4930246,5012791,4392783,4140865,3722483,
130314,University of Saint Joseph,4751586,4907550,2646330,2413634,3152689,2771494,2566014,2339321,
488785,University of Saint Katherine,542069,449529,158061,344287,,,,,
155812,University of Saint Mary,2486817,2204493,2345681,1749500,1896738,1533160,1333955,1531100,
148885,University of Saint Mary of the Lake,,,,,,,,,
122436,University of San Diego,27578731,29604458,26978165,21094940,17823257,19760390,22108113,15793381,
122612,University of San Francisco,26632290,34706910,32929708,31111599,21702945,21626520,16243831,16917637,
215929,University of Scranton,23692276,21216018,18710635,18942225,18063461,20673194,15195270,15975485,
219383,University of Sioux Falls,2039328,2250207,4650590,4422405,4111292,3468036,3343275,3560480,
123961,University of Southern California,70659800,75267226,70262874,59696464,52741575,51335831,47778204,47478756,
148584,University of St Francis,5167527,4313492,3879765,3776923,3260121,3468008,3718498,3300005,
174914,University of St Thomas,36149069,38891782,29657660,25015058,24465065,24400017,20226820,20032922,
227863,University of St Thomas,5752434,6434761,5047755,4527744,3537274,2827797,2956089,2806278,
156541,University of the Cumberlands,2502791,6776301,5640910,5264478,5766097,4820803,5330164,3970976,
225627,University of the Incarnate Word,17627535,11635660,10007801,10797018,11068468,11027791,11247558,10455854,
107558,University of the Ozarks,3137300,4274590,3834257,2574864,3091423,2514197,2347371,1858043,
120883,University of the Pacific,21053386,23796686,22370029,15428057,16930492,15675525,14014564,11590090,
215132,University of the Sciences,4044381,2089679,7980252,6764520,5788193,7106150,7520221,7805059,
188182,University of the Southwest,334850,225377,612150,661800,467559,197003,378300,301500,
449870,University of the West,46997,52154,247141,78284,15000,60953,30828,120397,
207971,University of Tulsa,25498874,25066115,21839516,20260885,17000467,16238313,14804031,13651341,
216542,University of Valley Forge,1116935,1053887,1032045,1078277,844937,538220,584840,757751,
210438,University of Western States,,,,,,,,,
154493,Upper Iowa University,3820479,3538215,4110327,2962083,3118296,4527247,3509462,2898522,
440004,Upper Valley Educators Institute,,,,,,,,,
455099,Urshan Graduate School of Theology,,,,,,,,,
