UnitID,Institution Name,Total expenses-Total amount (F1819_F2),Total expenses-Total amount (F1718_F2_RV),Total expenses-Total amount (F1617_F2_RV),Total expenses-Total amount (F1516_F2_RV),Total expenses-Total amount (F1415_F2_RV),Total expenses-Total amount (F1314_F2_RV),Total expenses-Total amount (F1213_F2_RV),Total expenses-Total amount (F1112_F2_RV),
190752,Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,4002540,3678691,3919236,3647075,3671314,3531759,3489944,,
455257,Yeshiva of Machzikai Hadas,3977742,4265915,4363094,4032707,3599980,3106554,2429687,2152182,
197674,Yeshiva of Nitra Rabbinical College,3061485,2899753,3117631,3045513,2767686,2810952,2579338,2192044,
431983,Yeshiva of the Telshe Alumni,5946908,6117182,5812309,5921292,5751553,5624961,5235087,5084644,
126076,Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,4945367,4710458,4546517,4221395,4020858,3868927,3699025,2961071,
490504,Yeshiva Ohr Naftoli,2333413,2409946,2085335,,,,,,
486017,Yeshiva Ohr Yisrael,2548407,2277742,2304153,1828428,1619326,,,,
490276,Yeshiva Shaar Ephraim,2256135,2127163,,,,,,,
197692,Yeshiva Shaar Hatorah,2545525,2229845,2502870,2429971,2397574,2234470,2182658,1775022,
441609,Yeshiva Shaarei Torah of Rockland,1688462,1650758,1639166,1869277,1504802,1552098,1452416,1229514,
486026,Yeshiva Sholom Shachna,1564222,1630015,7604521,6958823,6609416,,,,
451398,Yeshiva Toras Chaim,3982036,3476482,3152633,3034468,2985327,3144699,3090677,2917144,
197708,Yeshiva University,241332000,248357000,251124000,793431000,699429000,774042000,717826000,703443505,
481438,Yeshiva Yesodei Hatorah,2649901,2598544,2120477,2780605,2183261,2283316,1970080,,
487746,Yeshiva Zichron Aryeh,3001206,3234886,3263314,3146668,,,,,
363712,Yeshivah Gedolah Rabbinical College,650175,416071,445742,594946,621723,705479,557424,582553,
451370,Yeshivas Be'er Yitzchok,1313131,1122639,1105396,1055274,1020217,1118307,990893,974471,
491765,Yeshivas Emek Hatorah,1895154,1886823,,,,,,,
488101,Yeshivas Maharit D'Satmar,1514176,1397820,1301628,1281664,,,,,
405058,Yeshivas Novominsk,6811412,5918568,5938900,5693075,5096974,4957160,5282095,5400684,
217040,Yeshivath Beth Moshe,2469424,2594229,2708572,2855857,2985183,2416737,2255853,2435720,
197735,Yeshivath Viznitz,6146059,6175502,5766446,5558512,5529737,4438239,3737626,3394469,
197744,Yeshivath Zichron Moshe,5629185,5302847,5010964,4880081,4902017,5006866,4508981,4432130,
401250,Yo San University of Traditional Chinese Medicine,3145483,3247479,3534447,3684703,3482656,3439024,3266996,3075940,
181853,York College,10342903,10370010,10076558,9670196,9547174,9834015,9758962,9795177,
217059,York College of Pennsylvania,102745514,102283195,101114279,100736373,100299443,99578348,98211782,95586529,
141361,Young Harris College,32023648,33913389,34525571,34771511,34384948,32010878,30126147,26923245,
458575,Zaytuna College,,,,6225753,6195762,,,,
