UnitID,Institution Name,Grand total (EF2019_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2019_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Grand total (EF2018_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2018_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Grand total (EF2017_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2017_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Grand total (EF2016_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2016_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Grand total (EF2015_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2015_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Grand total (EF2014_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2014_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Grand total (EF2013_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2013_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Grand total (EF2012_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2012_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full-time adjusted fall 2018 cohort (EF2019D_RV),Students from the full-time adjusted fall 2018 cohort enrolled in fall 2019 (EF2019D_RV),Full-time adjusted fall 2017 cohort (EF2018D_RV),Students from the full-time adjusted fall 2017 cohort enrolled in fall 2018 (EF2018D_RV),Full-time adjusted fall 2016 cohort (EF2017D_RV),Students from the full-time adjusted fall 2016 cohort enrolled in fall 2017 (EF2017D_RV),Full-time adjusted fall 2015 cohort (EF2016D_RV),Students from the full-time adjusted fall 2015 cohort enrolled in fall 2016 (EF2016D_RV),Full-time adjusted fall 2014 cohort (EF2015D_RV),Students from the full-time adjusted fall 2014 cohort enrolled in fall 2015 (EF2015D_RV),Full-time adjusted fall 2013 cohort (EF2014D_RV),Students from the full-time adjusted fall 2013 cohort enrolled in fall 2014 (EF2014D_RV),Full-time adjusted fall 2012 cohort (EF2013D_RV),Students from the full-time adjusted fall 2012 cohort enrolled in fall 2013 (EF2013D_RV),Full-time adjusted fall 2011 cohort (EF2012D_RV),Students from the full-time adjusted fall 2011 cohort enrolled in fall 2012 (EF2012D_RV),Published in-state tuition and fees 2019-20 (IC2019_AY),Published in-state tuition and fees 2018-19 (IC2018_AY),Published in-state tuition and fees 2017-18 (IC2017_AY),Published in-state tuition and fees 2016-17 (IC2016_AY),Published in-state tuition and fees 2015-16 (IC2015_AY),Published in-state tuition and fees 2014-15 (IC2014_AY),Published in-state tuition and fees 2013-14 (IC2013_AY),Published in-state tuition and fees 2012-13 (IC2012_AY),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1920),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1819_RV),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1718_RV),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1617_RV),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1516_RV),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1415_RV),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1314_RV),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1213_RV),Value of endowment assets at the end of the fiscal year (F1819_F2_RV),Total expenses-Total amount (F1819_F2_RV),Value of endowment assets at the end of the fiscal year (F1718_F2_RV),Total expenses-Total amount (F1718_F2_RV),Value of endowment assets at the end of the fiscal year (F1617_F2_RV),Total expenses-Total amount (F1617_F2_RV),Value of endowment assets at the end of the fiscal year (F1516_F2_RV),Total expenses-Total amount (F1516_F2_RV),Value of endowment assets at the end of the fiscal year (F1415_F2_RV),Total expenses-Total amount (F1415_F2_RV),Value of endowment assets at the end of the fiscal year (F1314_F2_RV),Total expenses-Total amount (F1314_F2_RV),Value of endowment assets at the end of the fiscal year (F1213_F2_RV),Total expenses-Total amount (F1213_F2_RV),Value of endowment assets at the end of the fiscal year (F1112_F2_RV),Total expenses-Total amount (F1112_F2_RV),
123095,Saybrook University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14530132,,13919521,,12553922,,11384338,,12134248,,10523780,,12973164,,13626516,
143048,School of the Art Institute of Chicago,619,619,631,631,651,650,634,633,574,573,604,603,577,575,563,561,626,512,644,519,624,504,567,457,592,483,566,463,554,450,440,349,50920,49310,49610,45750,43960,42230,40585,39020,9073193,9055611,8832423,8318075,7225105,6944049,6114878,6171163,240188000,147869394,224396000,142169244,212289000,135982000,187122000,128377000,195653000,121742000,189848000,119241422,168892000,113880751,155487000,109339825,
166984,School of the Museum of Fine Arts at Tufts University,,,,,,,,,30,29,52,51,60,60,94,94,,,,,,,,,51,39,54,47,82,59,72,51,,,,,41228,40348,37863,35378,,,,,486675,769042,772281,987950,,,,,,,0,22914541,25031997,20534214,27136544,21392350,24213569,20660330,24143967,18456960,
228042,Schreiner University,310,309,359,359,341,341,302,302,289,289,273,273,299,299,272,272,359,231,341,208,302,214,288,199,273,191,299,201,272,181,275,194,30470,27960,26900,25750,25086,24360,22484,21540,3578764,4108973,4010962,4446369,3591245,2994548,3000080,3145305,72735023,36926775,71568382,33565310,69186376,32066282,57896127,30700101,61440845,29053809,60474358,27346661,57428579,25341759,50972683,24350050,
123165,Scripps College,283,283,252,252,327,327,270,270,277,277,250,249,272,272,235,235,252,234,327,300,270,247,277,255,248,232,272,257,235,219,257,237,57188,55024,52966,50982,49152,47378,45564,43620,4861743,4409196,6232806,3837382,4096241,3810825,3998692,3446495,375584840,72682198,362045500,71215159,336706779,67841630,295781717,66042174,305249606,61204238,310536027,60068628,282289240,58109204,256996859,57381181,
236577,Seattle Pacific University,638,634,714,708,647,642,685,683,688,686,685,683,767,765,784,784,707,572,642,512,683,542,674,551,683,595,765,650,784,670,760,636,45078,42939,40893,38940,37086,35472,33813,32067,16693413,17630989,14052028,13786604,12454897,12289820,12694074,11711122,120745000,108475000,110084000,108068000,99732000,107294000,81042000,107129000,78549000,103772000,69625000,98479000,58725000,93805000,45782000,91963000,
236595,Seattle University,930,922,1083,1074,957,948,985,978,999,992,931,925,964,958,903,901,1074,943,948,808,978,825,992,866,921,778,958,833,901,775,870,758,46590,44610,42885,41265,39690,38205,36465,34800,21352143,23473700,19476713,19254975,17431982,14569946,14435556,12373898,234340729,231184447,241184304,226994815,224040504,221455297,194997046,215724842,201582730,213911657,210641538,210228643,184730808,215123503,174149940,195704291,
102058,Selma University,55,50,55,50,55,50,53,53,141,103,188,140,240,190,240,185,49,16,46,15,49,16,103,69,132,62,190,66,119,50,120,45,7280,7410,7115,6730,6705,6680,5840,5840,,5000,18000,18000,15744,50000,50000,10000,55648,4077700,55648,4007034,55648,4077700,,4151766,,2990885,,2953414,,2575130,,2735325,
195429,Seminary of the Immaculate Conception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232885,Sentara College of Health Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1433216,6659722,1486110,7059328,1500356,6554655,1506945,6031433,1508676,6043074,1477985,5920460,1509560,5616890,1401983,5449059,
186584,Seton Hall University,1631,1630,1525,1524,1459,1458,1243,1240,1406,1404,1265,1263,1342,1338,1461,1455,1524,1258,1458,1206,1240,1059,1403,1197,1263,1059,1338,1138,1455,1209,986,833,43780,42170,40588,39258,38072,36926,35820,34750,37241311,34567955,30114779,25548269,27810966,23328813,23254509,24055418,355937000,316996000,257719000,285014000,251054000,272612000,236798000,267400000,263932000,259962000,268654000,252466000,240202000,251960000,224233000,244801000,
215947,Seton Hill University,397,394,383,380,424,424,366,365,392,392,335,333,386,380,347,337,380,298,424,348,363,308,389,310,333,277,380,300,337,264,355,277,36856,35748,34660,33520,32420,31280,30300,29050,9467276,8403400,8944963,7119661,7472229,5968711,6515882,5301831,41847043,51551959,40405908,50846961,37824970,48952866,33148081,48571285,33888211,48651028,34243856,47451239,32875242,44269170,30041844,42079818,
195438,Sh'or Yoshuv Rabbinical College,1,1,1,1,3,3,2,2,7,7,22,22,16,16,10,10,1,1,3,1,2,1,7,1,22,16,10,4,8,4,11,5,10560,9460,9460,9460,9460,9000,9000,9000,14560,10750,11844,12420,60629,155418,128000,79000,,4537868,,4522567,,4978650,,5249962,,6092027,,5399004,,5851601,,6406337,
123280,Shasta Bible College and Graduate School,2,1,5,3,6,3,9,6,9,6,4,4,14,10,10,7,2,0,1,1,6,6,3,3,2,2,6,5,5,3,4,4,12860,12060,12060,12060,12060,11160,10360,10360,200,3606,7738,5094,2397,9736,17919,2556,,861899,,908292,,755063,,686164,,643533,,685289,,772183,,728430,
199643,Shaw University,254,251,391,390,493,489,643,640,402,399,469,460,537,534,507,495,390,223,489,232,640,276,399,191,460,224,534,225,495,211,522,205,16480,16480,16480,16580,16580,16480,16480,14414,719329,1124784,1771950,1856182,1140723,1280290,992945,729327,10890247,37647979,10668170,42218641,10505698,48268768,10131558,37144218,9956176,41868139,9826570,47109803,9206074,43794488,9109525,48646487,
233541,Shenandoah University,503,503,443,443,438,438,460,458,446,446,417,417,418,418,459,457,443,372,438,363,455,367,446,367,417,320,418,316,457,346,343,275,33180,32530,31920,31322,30760,30188,29934,28800,6875535,6295607,5760097,5825883,5701984,4905427,4896501,5173932,68133756,102593728,66182279,100838240,63422495,95636024,60320841,90148426,63021010,85739099,62660241,79765432,54892584,75997359,52748470,75480067,
461485,Shepherds Theological Seminary,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,0,0,0,0,,,,,,,7170,6450,,,,,,,,,,2299603,,2023449,,1755888,,1622624,,1557277,,1475173,,1429403,,1268582,
218751,Sherman College of Chiropractic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611845,12771328,559924,11483900,559759,10719090,558325,9184502,558326,7967522,558325,6941686,509165,5832325,476668,5902626,
480499,Shiloh University,3,3,,,1,,,,,,1,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,5250,4800,4510,4510,4510,4500,4500,4250,0,,0,0,0,0,0,,,812466,,739570,,616038,,680808,,,,463103,,,,317798,
148849,Shimer College,,,,,,,20,20,11,11,11,11,8,8,7,7,,,,,,,11,9,11,9,8,5,7,6,14,11,,,,35500,34004,32499,31527,30780,,,,,117696,132316,58966,50140,,,,,,,811898,3011479,901147,3071975,900947,3250738,883840,3550160,683840,3784595,
140988,Shorter University,324,324,323,321,264,263,319,317,262,259,296,291,309,307,277,277,321,190,263,144,317,167,259,154,291,168,307,187,277,196,373,201,22370,22370,21730,21730,20846,20250,19670,18770,3659044,3239405,2440338,3415704,2666637,2982416,3016447,2683088,13976210,24705998,12544683,26818188,14090077,26780836,13551234,27802855,14767771,31532055,14987046,30633629,13589660,31219715,13284521,35629357,
448309,Shorter University-College of Adult & Professional Programs,,,1,,,,7,4,4,2,14,14,10,10,9,9,,,0,0,4,2,2,2,14,9,10,7,1,1,17,9,,11000,9680,9680,9440,8160,8160,8160,,,,0,0,0,1584,0,,,,,,3969717,,4541069,,5948550,,5861352,,7454424,,6685852,
195474,Siena College,841,841,746,745,776,776,764,764,753,753,709,709,766,766,735,735,745,643,775,680,762,671,753,658,709,637,764,678,733,630,782,694,39030,36975,35735,34611,33415,32293,31368,30200,21369915,18579752,17698131,16352466,15909420,14920008,14692565,11097260,137220433,103677322,135261551,101099657,129067735,101272723,121498306,99905172,132158170,99169823,138819537,99738388,132794246,98297066,120672285,99063637,
172264,Siena Heights University,327,326,291,290,285,284,293,293,305,304,273,272,301,300,277,274,290,198,277,193,291,207,304,220,272,195,300,189,274,162,301,200,27152,27124,25932,24856,23750,22740,21890,21152,5541517,4658373,4013565,3901774,4246147,3507632,3390706,2873398,14901903,36799916,13627897,37091570,12422717,37163697,10875808,35684297,10904696,34531482,10482054,31981013,8837462,31260908,7820061,28455845,
182458,Sierra Nevada University,59,56,83,80,72,71,94,93,93,88,117,117,91,91,70,70,80,45,71,40,93,63,88,57,113,83,91,58,70,52,101,79,35508,34241,32639,31150,29994,29159,28483,27654,1015702,1385445,1133722,1501418,1522862,2051660,1348409,825507,4625250,15878492,4382400,16159807,4216166,16924876,4343564,17520076,4526673,17156018,4689027,16919289,4284727,16078141,4084197,17805148,
461759,Simmons College of Kentucky,46,41,63,57,60,50,50,35,44,31,110,58,19,3,6,1,55,41,47,23,22,9,18,13,20,15,0,0,0,0,0,0,6390,5310,5310,5310,5330,4620,4620,4620,48390,73629,43200,1378,0,0,0,0,1,3886886,13677,3273423,15309,2909829,101162,2668561,102648,2263201,105092,1562651,274938,1251528,,547512,
167783,Simmons University,433,433,395,394,401,400,454,454,471,471,303,303,338,338,401,401,393,326,400,320,454,374,471,392,303,259,338,292,400,345,344,291,42070,40850,39600,38590,37380,36230,35380,34350,12691051,10141005,10308728,11284518,10729220,6450443,7066776,7574031,195674187,197075946,194859386,189946313,188165774,176660810,175821000,160336446,186030000,139921621,179984000,121519448,158300000,119898379,144900000,119465106,
154350,Simpson College,294,292,360,360,298,297,348,348,322,322,346,344,377,373,418,408,360,280,296,227,348,280,322,249,344,279,373,305,408,322,332,271,40666,39144,37663,35876,34175,32550,30999,29529,8086819,9305570,6826559,7587532,6345506,6457689,6752242,7063324,83808538,39003023,86947836,39871750,84607132,40540478,79823014,40391245,86006393,39962131,85363062,39837900,78609361,39075719,69166031,38160602,
123457,Simpson University,109,104,86,86,100,99,118,117,88,88,127,126,149,149,147,147,86,57,99,63,117,79,88,72,126,93,149,109,147,119,138,102,31910,30200,27700,25950,25200,24300,23300,22400,2067473,1570068,704246,721235,1060858,1409450,1552368,1499138,7514511,21171735,7400106,19755979,7206577,19829427,6539894,21514802,6493269,21631358,5521964,20931658,5139359,20867308,4196297,20035988,
219374,Sinte Gleska University,90,32,207,86,92,54,52,28,32,23,63,38,180,95,26,18,2,2,2,2,2,2,3,3,23,16,6,4,12,9,9,7,3154,3154,3154,3154,3154,3154,3154,3154,77814,10327,76744,34305,34617,22872,77616,28341,2885811,14681726,2860784,14174872,2843908,14208201,2927064,13551318,2863963,14586962,2766002,14420454,2711471,15042169,2749751,13527081,
219240,Sioux Falls Seminary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2739727,3370876,2626460,3513308,2415145,3158641,1993513,2868161,1623800,2957094,1489661,3327390,249791,3715954,1267954,3682362,
231068,SIT Graduate Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48090451,121733535,48907041,138887614,47875518,153554897,44304964,143101626,48715299,144491435,49535429,130547746,45072618,120924188,43126382,132191774,
195526,Skidmore College,735,733,678,678,661,661,714,714,686,686,724,724,660,660,647,647,677,619,661,603,714,664,684,622,724,679,660,625,647,602,663,611,56322,54420,52596,50834,49120,47464,45874,44170,16832921,14875225,12242671,11819246,8962228,12912272,10008689,9887703,373864000,168649000,379340000,164762000,363024000,159908000,329902000,154706000,350042000,152974000,330594000,147682000,303092000,143453000,280775000,136769000,
167835,Smith College,633,633,613,613,638,638,654,654,609,609,616,616,643,643,651,651,613,578,638,596,654,611,609,571,616,555,643,603,651,610,694,644,54224,52404,50044,47904,46288,44724,43114,41460,19122790,17237400,17287146,17820484,15206290,14035767,13382479,14094360,1913252543,238037989,1875092651,236296744,1767465922,232421807,1627469366,227934665,1781763199,222384249,1755755134,213252575,1557426714,211320018,1409755120,200450744,
110778,Sofia University,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835604,11964437,1405440,9859691,
163921,Sojourner-Douglass College,,,,,,,,,,,58,8,91,11,105,92,,,,,,,,,,,11,1,92,40,93,43,,,,,,9830,9830,7920,,,,,,,125581,97911,,,,,,,,,,,,28195405,,34103587,,35604807,
399911,Soka University of America,108,108,111,111,107,107,104,104,127,127,100,100,112,112,103,103,111,104,107,98,104,98,127,120,99,92,112,107,103,99,110,109,33982,33146,31776,31042,30642,30214,29144,28146,3536736,3604728,3322052,3146020,3807128,3010113,2971482,2605410,1270123000,58919000,1275811000,58291000,1239053000,56455000,1161267000,54513000,1221435000,52559000,1249761000,51262000,1117424000,49793000,1035512000,47057000,
123633,South Baylo University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6847769,,6748081,,6335784,,5919075,,6069141,,5509730,,5214094,,5495426,
366003,South Florida Bible College and Theological Seminary,16,3,22,1,16,12,23,17,20,6,26,8,31,13,12,2,4,3,8,5,9,6,5,4,5,4,1,1,2,2,2,2,6900,6900,6660,6560,6200,6200,5130,5028,0,0,150,2913,0,407,0,0,,3187048,,2373136,,1677667,,1078145,,762724,,637703,,530565,,464834,
228194,South Texas College of Law Houston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43632591,34217635,44194471,32165505,43120382,32308151,40753215,32693642,39301495,30879265,42722579,35635751,38854213,32809335,37120532,32720475,
176336,Southeastern Baptist College,15,15,33,30,18,8,10,5,11,5,12,11,8,7,7,4,2,2,2,2,2,2,2,2,5,2,1,1,2,2,4,4,6025,6025,5165,4790,4790,5130,4790,4790,27553,47190,2806,514,875,1604,1495,225,,759954,,479021,,454671,,506092,,493010,,442655,,651575,,869627,
102261,Southeastern Bible College,,,,,,,15,13,11,9,17,11,17,16,16,15,,,,,,,9,6,11,6,11,9,14,9,11,7,,,,12600,12600,11370,11370,11300,,,,,49580,8500,22100,32700,,,,,,,1518701,3303479,1514323,2707006,1508350,2730339,1498852,2548573,1487618,2669073,
137564,Southeastern University,1389,1277,1460,1375,1226,1125,1048,1005,979,918,905,842,865,842,592,562,1029,669,800,574,1005,672,878,623,841,566,841,553,562,386,459,295,26620,25870,25360,24160,22840,22202,19986,18596,10803362,10136777,8045413,8191948,6682239,6280111,6072030,4041405,9097593,94030676,8521757,84708976,10710634,76605556,9253414,66831437,8945726,57700711,8252940,49697461,6811351,45335722,5761516,44148671,
221661,Southern Adventist University,512,505,502,492,567,560,502,491,539,535,559,553,490,480,569,557,421,342,466,355,412,315,428,342,443,350,368,288,382,294,404,305,22520,21950,21550,21150,20650,20240,19790,19124,4523045,4194467,4378149,3913357,3923877,4185186,3058676,3397044,44822092,74399838,43159512,75369618,38140233,73161687,33870003,77197180,33232747,75863735,27936716,74766806,26186810,74670955,23299386,71476326,
123952,Southern California Institute of Architecture,30,30,29,29,32,32,21,21,31,31,34,34,32,32,32,32,28,25,31,22,21,18,31,25,34,32,32,31,32,30,6,5,45892,44960,43800,42900,43334,40262,37300,35176,110430,190640,261960,104000,110500,50000,64050,117466,3842000,21799000,3108000,21249000,2709000,19830000,,18065000,,16356000,1922000,15476000,983340,15956784,,15330207,
117575,Southern California Seminary,,,1,1,1,,8,4,1,,4,1,4,2,4,3,1,1,0,0,4,3,0,0,1,0,2,1,3,2,0,0,16884,17540,15600,14245,14244,14244,13692,13692,,400,,400,0,0,3000,,115261,2666586,115260,2558540,115261,2620869,115260,2558067,115261,2370767,115260,2396216,115270,2231842,115260,2377356,
117672,Southern California University of Health Sciences,,,2,2,2,2,2,2,1,1,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,7150,7000,8244,9012,8779,,,,,0,250,500,2500,1000,,,1829352,31375478,1794412,29101486,1801006,25894576,1779875,24051837,339712,22871600,81000,21547147,81000,20543440,,19572420,
221670,Southern College of Optometry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21812989,31111614,19250424,30111127,18808311,28552505,16798030,27984073,17475572,28058204,18224617,27015316,17072342,24283191,15452915,23207256,
228246,Southern Methodist University,1544,1541,1530,1526,1423,1421,1522,1521,1374,1370,1459,1455,1431,1428,1426,1425,1526,1396,1421,1287,1521,1384,1370,1241,1455,1315,1428,1276,1425,1267,1382,1244,56560,54492,52498,50358,48190,45940,43800,41750,39088761,40310110,34057246,36958495,27519461,26134695,26273995,23477733,1607333000,585246000,1619232000,560828000,1505303000,524367000,1383981000,509908000,1505296000,507033000,1425146000,473698000,1268079000,454382000,1162415000,434002000,
206862,Southern Nazarene University,283,283,290,290,297,297,268,268,284,284,270,270,283,283,275,275,290,213,267,201,267,192,283,188,270,167,283,214,275,186,250,146,25416,25234,25178,24468,23320,22690,22044,21174,4064682,4433120,4526614,3547671,4788427,3828366,3291309,3003200,33757497,49998464,36098813,47124466,24714220,47810111,24196834,49805216,23569490,45929436,23086486,43567828,22871032,45010581,21622348,43688592,
183026,Southern New Hampshire University,10485,2907,9347,2832,7191,2302,4270,2141,5225,2789,3308,1975,1965,1370,1278,905,1985,1297,1539,1053,1475,854,1666,889,1542,937,1175,796,782,541,729,530,31136,31136,31136,31136,30386,29604,28884,28050,13923004,15487263,12081426,12157377,11911024,10762570,12014334,7980819,39055520,699476994,35067286,622751448,29333198,550725100,23975222,481849084,21811715,387920527,19802869,271320578,16965325,178376398,11684551,126951600,
231086,Southern Vermont College,,,80,79,84,84,76,76,105,105,90,90,94,94,163,163,,,84,49,76,49,103,70,90,63,92,56,113,75,108,68,,25511,24775,23975,23260,22645,22000,21273,,,1194048,776854,997025,996937,832127,1410990,,,2683990,11262564,3084450,10870647,4054013,11612194,3708941,11927817,3479365,11667289,2031303,11094473,1718522,10964475,
233611,Southern Virginia University,328,319,311,306,331,330,270,268,237,235,224,224,224,224,205,205,208,169,185,149,195,158,143,97,140,107,110,77,129,91,191,135,17280,16495,15900,14900,14900,14600,18900,18900,1516817,1500293,1314145,888937,635824,573050,1237577,1392068,1406300,23875574,1450211,21785573,1283462,19214497,1086722,15814766,1141135,14504243,893697,14176384,713687,13583099,609747,13816182,
217776,Southern Wesleyan University,199,194,215,206,201,197,203,190,188,187,191,190,162,162,159,157,206,143,197,134,177,137,187,134,185,128,152,111,157,103,121,76,25516,25476,24700,24110,23620,22950,22200,21450,2085716,2292226,2387243,2043903,2087364,1787448,1420323,1255239,5770067,24584553,5488936,27173138,5055282,25831020,4959562,25776786,4845154,25807417,4458027,26027378,4261138,25284605,3984889,23733294,
179326,Southwest Baptist University,458,431,453,438,474,453,457,426,459,436,483,469,482,458,560,519,436,300,453,322,422,270,436,302,463,311,455,306,519,330,443,297,24578,24078,23358,22508,21908,20840,20040,19150,5632575,5384727,5386692,4643452,4996896,4515862,4147627,4011290,29899042,44915774,27877657,43551357,25795030,42161804,24818590,40921053,26738813,40627841,25089420,39694306,22075758,39120226,18713924,36372471,
420246,Southwest College of Naturopathic Medicine & Health Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72898,14801173,60991,14080403,59450,13885173,56850,14650680,53250,14845114,45696,12999510,42478,13499499,41850,12436928,
228468,Southwestern Adventist University,107,107,128,127,129,128,134,134,147,147,165,164,167,167,119,116,127,86,128,82,134,109,147,106,164,119,167,115,116,83,127,77,22188,21564,20732,20276,19916,19460,18640,17800,689044,793944,752665,865379,778549,856214,1021322,634024,14887810,18265283,13131532,18361668,11430381,18655326,10970381,18515413,10473208,17416066,7260825,17016344,7318658,17092664,7196249,16802371,
228325,Southwestern Assemblies of God University,317,311,303,296,330,320,331,325,286,270,319,308,345,330,298,273,172,116,188,131,194,139,151,114,189,139,203,150,218,146,261,170,19834,19582,19994,19560,19180,18580,17830,16630,1734252,1413286,1603533,1792568,1003776,1085509,1375211,1222785,10134385,31395496,10465389,32509500,9927081,30961825,8822628,30080100,8687342,30310064,7923960,29230709,7758678,27611699,6570177,28885452,
228486,Southwestern Christian College,39,39,35,32,94,93,56,55,59,55,63,63,60,60,85,85,0,0,8,4,5,3,4,2,2,1,2,1,2,1,4,2,8131,8131,8136,8136,7764,7764,7620,7504,129926,45243,120511,146187,129959,118167,120441,293966,,3901825,,4473174,,4888451,,6498800,,5345542,,6306562,,5923210,,6119346,
207856,Southwestern Christian University,113,113,134,132,131,130,162,159,124,117,155,126,209,157,131,105,132,59,130,53,159,70,110,65,126,72,155,68,95,49,118,61,16330,15080,13880,13080,12830,12470,14220,14025,685861,667846,642487,987789,657298,845024,843168,241185,1720067,8131948,1709996,9863497,505113,9305229,984427,8318137,861643,8300320,878282,7589303,849202,6512782,822758,5718103,
188207,Southwestern College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026604,3229006,963521,3340413,897455,3176312,823523,2890034,770859,2445489,783989,2393657,687071,2266221,631294,2098189,
155900,Southwestern College,160,160,187,186,189,188,182,182,90,90,123,123,128,128,148,148,185,123,188,101,182,112,89,54,123,80,128,85,148,97,160,96,31650,30150,28750,27250,25946,24835,23886,22756,2926700,3288785,3162288,2837071,1148526,1319982,1509096,1710925,27805047,25534759,26729244,25921230,26542378,25842420,26498821,26119657,29595690,26467088,30842665,25520444,23053413,24890094,19879324,24664934,
123970,Southwestern Law School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19064889,34173147,18629262,35605548,16763332,36326636,14436415,36171000,14437591,37514717,13735958,40915042,11324682,38347831,9638928,37655888,
228343,Southwestern University,444,443,442,441,362,362,381,381,359,359,382,382,491,491,357,357,441,378,362,293,381,329,359,304,382,331,491,405,356,311,344,297,43560,42000,40560,39060,37560,36120,35240,34410,11098854,11185524,8498171,8623264,7997370,7955529,9848802,6892301,296412699,57317036,281475886,51711454,255545708,49989720,239942890,47851252,255955406,50169487,265590566,52005070,252949637,59779035,250622946,57774877,
157757,Spalding University,139,135,185,180,171,164,168,151,197,179,206,171,213,182,200,171,180,126,164,121,151,98,179,131,171,133,182,134,171,125,152,113,25200,24500,24000,24388,24000,22950,22425,20550,1127022,1474423,617437,1076810,1264550,1246609,1538354,1469398,20739496,34411462,21198753,34320965,19076522,31799172,17510756,30982927,16568893,29445050,15276251,30345421,12957495,29343259,11365992,28225542,
141060,Spelman College,516,516,571,571,548,546,533,531,566,564,552,550,559,558,523,520,571,504,545,494,531,475,564,516,550,495,558,496,520,458,529,476,29972,29064,28181,27314,26388,25496,24634,23794,2872604,2860622,3604685,3115824,3237966,2871973,3059914,3070418,390461996,102912770,389406802,99658582,366226708,96384235,346981172,96097259,362986405,89738255,367036697,86366445,327171376,87623731,309138907,87140401,
148982,Spertus College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15442439,10290779,14516418,9835591,13924483,9017260,8614034,8621540,8815959,7707451,8835294,6923064,7965464,8043254,7065332,8697330,
172334,Spring Arbor University,216,216,192,192,269,269,308,305,291,290,337,337,369,367,314,313,192,150,269,215,305,240,290,226,337,267,366,283,313,237,401,312,29630,28810,27750,26730,25510,24350,23400,22538,3685018,3276183,4330782,4806383,4188593,4299250,4385530,3618155,17467694,54213746,16985504,50882024,15332666,50351555,13735157,52405039,13311307,51655612,12558776,52038828,10756866,50231931,8963220,53876862,
102234,Spring Hill College,296,292,309,309,395,395,392,392,417,416,363,362,435,432,299,298,309,215,395,285,392,308,416,318,362,293,431,313,295,223,335,248,40648,39464,37584,35794,34092,32468,30924,29450,8836374,9446782,11617325,10945176,10934843,8574257,9199994,6205241,18160532,39912942,19756926,42347497,19718042,44559266,19709547,45009983,21572324,43394034,22874407,42548835,20520876,41057533,18672244,40570401,
